<id>	<title>	<RealName>	<CurrentAlias>	<Affiliation>	<Relatives>	<Universe>	<Gender>	<Height>	<Weight>	<Eyes>	<Hair>	<Citizenship>	<Quotation>
4929	File:Captain America and the Falcon Vol 1 14 Textless.jpg	NA	NA	NA	NA	616	NA	NA	NA	NA	NA	NA	NA	
4935	File:Daredevil Redemption Vol 1 1 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4936	File:Daredevil Redemption Vol 1 2 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4937	File:Daredevil Redemption Vol 1 3 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4938	File:Daredevil Redemption Vol 1 4 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4987	File:Livewires Vol 1 1 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4988	File:Livewires Vol 1 2 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4989	File:Livewires Vol 1 3 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
4990	File:Livewires Vol 1 4 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5003	File:4 Vol 1 14 Textless.jpg	NA	NA	NA	NA	616	NA	NA	NA	NA	NA	NA	NA	
5005	File:4 Vol 1 16 Textless.jpg	NA	NA	NA	NA	616	NA	NA	NA	NA	NA	NA	NA	
5006	File:4 Vol 1 18 Textless.jpg	NA	NA	NA	NA	616	NA	NA	NA	NA	NA	NA	NA	
5009	File:Marvel Knights Spider-Man Vol 1 12 Textless.jpg	NA	NA	NA	NA	616	NA	NA	NA	NA	NA	NA	NA	
5010	File:Marvel Knights Spider-Man Vol 1 13 Textless.jpg	NA	NA	NA	NA	616	NA	NA	NA	NA	NA	NA	NA	
5013	File:Marvel Team-Up Vol 3 4 Textless.jpg	NA	NA	NA	NA	616	NA	NA	NA	NA	NA	NA	NA	
5015	File:Marvel Team-Up Vol 3 6 Textless.jpg	NA	NA	NA	NA	616	NA	NA	NA	NA	NA	NA	NA	
5016	File:Marvel Team-Up Vol 3 7 Textless.jpg	NA	NA	NA	NA	616	NA	NA	NA	NA	NA	NA	NA	
5018	File:Mary Jane Homecoming Vol 1 1 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5019	File:Mary Jane Homecoming Vol 1 2 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5020	File:Mary Jane Homecoming Vol 1 3 Textless.jpg	NA	NA	NA	NA	Earth-602636	NA	NA	NA	NA	NA	NA	NA	
5023	File:New Avengers Vol 1 3 Variant Oliver Copiel.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
5024	File:New Avengers Vol 1 4 Textless Jim Cheung Variant.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5028	File:New Invaders Vol 1 8 Textless.jpg	NA	NA	NA	NA	616	NA	NA	NA	NA	NA	NA	NA	
5029	File:New Invaders Vol 1 9 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5069	File:Shanna the She-Devil Vol 2 1 Textless.jpg	NA	NA	NA	NA	Earth-TRN001	NA	NA	NA	NA	NA	NA	NA	
5070	File:Shanna the She-Devil Vol 2 2 Textless.jpg	NA	NA	NA	NA	Earth-TRN001	NA	NA	NA	NA	NA	NA	NA	
5071	File:Shanna the She-Devil Vol 2 3 Textless.jpg	NA	NA	NA	NA	Earth-TRN001	NA	NA	NA	NA	NA	NA	NA	
5072	File:Shanna the She-Devil Vol 2 4 Textless.jpg	NA	NA	NA	NA	Earth-TRN001	NA	NA	NA	NA	NA	NA	NA	
5073	File:She-Hulk Vol 1 11 Textless.jpg	NA	NA	NA	NA	616	NA	NA	NA	NA	NA	NA	NA	
5074	File:She-Hulk Vol 1 12 Textless.jpg	NA	NA	NA	NA	616	NA	NA	NA	NA	NA	NA	NA	
5083	File:Spider-Girl Vol 1 82 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5084	File:Spider-Girl Vol 1 83 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5085	File:Spider-Girl Vol 1 84 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5086	File:Spider-Girl Vol 1 85 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5087	File:Spider-Girl Vol 1 86 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5094	File:Spider-Man India Vol 1 3 Textless.jpg	NA	NA	NA	NA	Earth-50101	NA	NA	NA	NA	NA	NA	NA	
5095	File:Spider-Man India Vol 1 4 Textless.jpg	NA	NA	NA	NA	Earth-50101	NA	NA	NA	NA	NA	NA	NA	
5111	File:Tales of the Thing Vol 1 1 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5112	File:Tales of the Thing Vol 1 2 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5113	File:Tales of the Thing Vol 1 3 Textless.jpg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5114	File:The Pulse Vol 1 7 Textless.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
5115	File:The Pulse Vol 1 8 Textless.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
5128	File:Ultimate Nightmare Vol 1 5 Textless.jpg	NA	NA	NA	NA	1610	NA	NA	NA	NA	NA	NA	NA	
5194	File:X-Men The End Vol 2 1 Textless.jpg	NA	NA	NA	NA	Earth-41001	NA	NA	NA	NA	NA	NA	NA	
5195	File:X-Men The End Vol 2 2 Textless.jpg	NA	NA	NA	NA	Earth-41001	NA	NA	NA	NA	NA	NA	NA	
5204	Alpha Flight/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5205	Amazing Spider-Man 1 - 300/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5206	Astonishing X-Men/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5207	Avengers Earths Mightiest Heroes/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5208	Black Widow/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5209	Bullseye Greatest Hits/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5211	Doctor Spectrum/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5212	Excalibur/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5213	Iron Man/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5216	Machine Teen/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5222	Marvel Nemesis: The Imperfects/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5223	Mystique/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5224	New Invaders/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5226	New X-Men/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5228	Nightcrawler/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5229	Official Handbook of the Marvel Universe/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5230	Power Pack/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5231	Punisher: The Cell/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5232	Cover Art Gallery Runaways	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5233	Secret War/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5234	Secret War: From the Files of Nick Fury/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5236	Spectacular Spider-Man/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5238	Spider-Man: India Vol 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5243	Supreme Power/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5244	Tales of the Thing/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5246	Tomb of Dracula/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5247	Cover Art Gallery Ultimate Iron Man	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5248	Ultimate Nightmare/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5249	Cover Art Gallery Ultimate Secret	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5251	Ultimates/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5252	Wolverine Soultaker/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5254	Young Avengers/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5255	User:GTXanatos13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5256	User:GTXanatos13GTXanatos13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5257	User:Perfectbrak	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5258	User:Schmakt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5259	User:Whitefox	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5260	X-23/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5262	X-Force Shatterstar/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5265	X-Men Phoenix Endsong/Covers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5267	Talk:Ymir (Earth-616)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5268	Talk:Zeus Panhellenios (Earth-616)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5272	User:Mage*cat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5288	Nova	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5289	Maht Pacle (Earth-616)	Maht Pacle	Obliterator	{{m|Elders of the Universe}}	NA	Earth-616	Male	9'1&quot;	2040 lbs	White	Black	NA	NA	
5290	Ocelot (Warpies) (Earth-616)	NA	Ocelot	{{M|Resources Control Executive (Earth-616)|R.C.X.}} ({{M|Warpies (Earth-616)|Warpies}}: Unidentified squad including [[Lodestone (Warpies) (Earth-616)|Lodestone]] and led by [[Oak (Earth-616)|Oak]])	NA	Earth-616	Male	NA	NA	NA	NA	Scottish, British	NA	
5306	Omega	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5307	Orphan (Guy Smith)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5308	Oscar Kincaid, Jr. (Earth-616)	[[Oscar Kincaid, Jr.]]	[[Osprey]]	NA	NA	Earth-616	Male	NA	NA	NA	NA	American	NA	
5309	Overkill (Earth-691)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5311	Sam Matonabbe (Earth-616)	[[Sam Matonabbe]]	[[Oxbow]]	{{m|First Line}}, partner to [[Pixie (First Line) (Earth-616)|Pixie]]	NA	Earth-616	Male	NA	NA	NA	Black	Canadian	NA	
5317	File:Alain Racine (Earth-616) from Official Handbook of the Marvel Universe Vol 3 5 001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
5324	File:Rachel Summers (Earth-811) from Official Handbook of the Marvel Universe Vol 4 1 0001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
5327	Randall Darby (Earth-616)	Randall Darby	Shocker	Formerly {{m|Unus' Gang}}, {{m|Resistants}}, {{m|Mutant Force}}, {{m|Brotherhood of Evil Mutants}}	NA	Earth-616	Male	6'0	235 lbs.	Blue	Grey	| Citizenship             =	NA	
5328	Roland Rayburn (Earth-616)	Roland Rayburn	Persuader	[[Kingpin]]	NA	Earth-616	Male	5' 10&quot;	170 lbs	Blue	Blond	American	NA	
5329	Pestilence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5330	Phoenix Force	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5348	Pixie (First Line) (Earth-616)	NA	Pixie	{{M|First Line (Earth-616)|First Line}}, [[Eternals (Race)|Eternals]], former partner of [[Sam Matonabbe (Earth-616)|Oxbow]]	NA	Earth-616	Female	5'3&quot;	150 lbs	Blue	Red	NA	NA	
5349	Leila O'Toole (Earth-616)	Leila O'Toole	Plasma	{{M|Cult of Living Pharaoh (Earth-616)|Cult of Living Pharaoh}}	NA	Earth-616	Female	5'9&quot;	135lbs	Blue	Red	Irish	NA	
5350	Cecilia Cardinale (Earth-616)	Cecilia Cardinale	Poison 	{{M|Hand}}	[[Carlos Cardinale (Earth-616)|Carlos]] (son)	Earth-616	Female	5'6&quot;	115 lbs	Brown	Brown	Cuban	NA	
5351	Charles Little Sky (Earth-616)	Charles Little Sky	Portal	{{m|Alternate Reality Monitoring and Operational Response Agency|A.R.M.O.R.}}, {{m|Kisani Nation}}	Unnamed mother;&lt;br&gt;Evan, Sylvia (younger siblings)	Earth-616	Male	5'8&quot;	165 lbs	Brown	Black	American	NA	
5352	Positron (Veronica) (Earth-616)	Veronica (Last Name Unknown)	Positron	[[First Line]]	NA	Earth-616	Female	NA	NA	NA	White 	NA	NA	
5353	Frank Skorina (Earth-616)	Frank Skorina	Powderkeg	[[Masters of Evil]]	NA	Earth-616	Male	8'1&quot;	568 lbs	Brown	Red	American	NA	
5359	File:Charles Xavier (Earth-616) from New X-Men Vol 1 132 0001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
5375	Powerhouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5376	Sergei Krylov (Earth-616)	Sergei Krylov	Presence	{{M|Umbral Dynamics}}; former partner of [[Tania Belinskaya (Earth-616)|Starlight]]  	[[Marya Krylova (Earth-616)|Marya Krylova]] (wife, deceased);&lt;br&gt;	Earth-616	Male	6'0&quot;	165 lbs	White	No Hair	Russian, Soviet	But, inevitably, the truth has a way of eventually triumphing --- even when the truth is ugly-- alien-- and deadly dangerous!	
5377	Prodigy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5378	Peter Parker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5387	File:Pete Wisdom (Earth-616) from X-Force Vol 1 109 001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
5395	Jack Tarr (Earth-616)	Jack Tarr	Blackjack Tarr	{{M|MI6 (Earth-616)|MI6}}; {{M|3Freelance Restorations (Earth-616)|Frelance Restorations}}, formerly {{M|British Army}}	NA	Earth-616	Male	6'6&quot;	300lbs	Black	Black	British	NA	
5398	Elvin Haliday (Earth-616)	Elvin Daryl Haliday	Rage	Ally of [[Joaquin Torres (Earth-616)|Falcon (Joaquin Torres)]]; Formerly {{m|New Warriors|Avengers Resistance/New Warriors}}, {{m|Avengers}}, {{m|Psionex}}, {{m|50-State Initiative}} trainees, {{m|Counter Force}}	[[Granny Staples|Edna M. Staples]] (grandmother/legal guardian, deceased), [[Andrew Chord]] (legal guardian), [[Dwayne Taylor (Earth-616)|Dwayne Taylor]] (adoptive father), [[Zachary Smith Jr. (Earth-616)|Zachary Smith Jr.]] (adoptive brother, deceased)	Earth-616	Male	6'6&quot;	450 lbs	Brown	Bald	U.S.A.	What can I '''do'''? I've got super-human '''strength'''...I'm virtually '''indestructible''' -- and I believe in '''truth''', '''justice''', and the '''dignity of man'''.	
5399	Stuart Clarke (Earth-616)	Stuart Clarke	| CurrentAliasRef         = {{r|Infamous Iron Man Vol 1 7}}	{{m|Hood's Gang}}, {{m|Baintronics Incorporated (Earth-616)|Baintronics, Inc}}, {{m|Clarke Futuristics (Earth-616)|Clarke Futuristics}}; formerly {{m|Recession Raiders}}	NA	Earth-616	Male	5'10&quot;	185 lbs	Blue	Black	American	Oh, don't worry about me, Bridge. I got big plans. Yessir. I got my whole life ahead of me.	
5414	File:Aleksei Sytsevich (Earth-616) from Official Handbook of the Marvel Universe Vol 2 10 0001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
5415	Rapunzel (Earth-616)	NA	Rapunzel	[[First Line]]	NA	Earth-616	Female	NA	NA	Brown	Red	American	NA	
5416	Buford Hollis (Earth-616)	Buford T. Hollis 	Razorback	{{M|Battalion (Earth-616)|Battalion}} ([[Arkansas]] {{M|50-State Initiative (Earth-616)|Initiative}}){{r|Avengers: The Initiative Vol 1 21}}, {{M|National Aeronautics and Space Administration (Earth-616)|NASA}}	[[Bobby Sue Hollis (Earth-616)|Bobby Sue Hollis]] (sister)	Earth-616	Male	6' 8&quot;	410 lbs	Blue	Black	American	NA	
5417	Douglas Scott (Earth-616)	Douglas Scott	Razor-Fist	Formery {{m|Assassins Guild}}, {{M|Hood's Gang (Earth-616)|Hood's criminal gang}}, {{M|Strategic Homeland Intervention, Enforcement and Logistics Division (Earth-616)|S.H.I.E.L.D.}} Deltite Conspiracy, Leader of a band of followers (Anton, Lulu, Mary, Perkins, Piranha Tots, Samantha, others), Architect, ally of [[Batroc]], Bobcat, [[Brothers Grimm]], [[Bullet Biker]], [[Crossfire]], [[Death-Throws]], Inquisitor, [[Mad Dog]], [[Roche]], [[Sapphire Styx]], [[Shockwave]], Carlton Velcro, [[Zaran|Maximillian Zaran]]	[[William Scott (Earth-616)|William Scott]] (aka Razor-Fist, brother, deceased)	Earth-616	Male	6'3&quot;	260 lbs.	Blue 	Bald 	NA	... How tough can someone with '''no hands''' be?	
5418	Rebound (Earth-616)	NA	Rebound	[[First Line]]	NA	Earth-616	Female	NA	NA	NA	NA	American	NA	
5419	Red Guardian II	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5420	Red Wolf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5422	File:Johnathon Gallo (Earth-616) from Slingers Vol 1 2 0001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
5437	Rintrah (Earth-616)	Rintrah	NA	NA	NA	Earth-616	Male	8'0&quot;	400 lbs	Brown	Green	R'Vaal	NA	
5438	Riot-Act (Earth-616)	NA	Riot-Act	[[First Line]]	NA	Earth-616	Female 	NA	NA	NA	Bald	NA	NA	
5439	Samuel John LaRoquette (Earth-616)	[[Samuel John LaRoquette]]	[[Rock]]	{{M|Riot Squad}}; formerly {{M|Assembly of Evil}}, {{M|Hulkbusters (Banner) (Earth-616)|Hulkbusters}}, {{M|S.H.I.E.L.D.}}	NA	Earth-616	Male	Variable	Variable	Brown	Brown	American	NA	
5441	Craig Saunders Jr. (Earth-616)	Craig Saunders Jr.	Redeemer	{{M|Riot Squad}}, formerly {{M|Hulkbusters (Banner) (Earth-616)|Hulkbusters}}, {{M|Strategic Homeland Intervention, Enforcement and Logistics Division (Earth-616)|S.H.I.E.L.D}}	NA	Earth-616	Male	6'3&quot;	450 lbs	Blue	White	American	NA	
5442	Robert Farrell (Earth-616)	Robert Farrell	Rocket Racer	{{M|Briggs Chemical LLC}}; formerly {{m|MODOK's 11}}, {{M|Avengers Academy}}; {{M|50-State Initiative|Initiative}}, Ally of [[Silver Sablinova (Earth-616)|Silver Sable]]'s {{M|Wild Pack}} (freelance), {{M|Outlaws}}, {{m|Great Game}}	Emma Johnson Farrell (mother);&lt;br&gt;unnamed six siblings	Earth-616	Male	5'10&quot;	160 lbs. 	Brown	Black	American	NA	
5443	Rom	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5444	Roughouse (Earth-616)	NA	| CurrentAliasRef         = {{r|All-New Wolverine #15}}	[[Kimura (Earth-616)|Kimura's]] gang; former partner of [[Bloodscream (Earth-616)|Bloodscream]], former employee of the [[Carlos LaMuerto (Earth-616)|Black Tarantula]], former employee of [[Nguyen Ngoc Coy (Earth-616)|General Coy]]	Unnamed father	Earth-616	Male	6'8&quot;	774 lbs	Blue	Brown	NA	NA	
5445	Gilpetperdon (Earth-616)	Gilpetperdon	Runner	{{M|Elders of the Universe (Earth-616)|Elders of the Universe}}	NA	Earth-616	Male	7'0&quot;	325 lbs	Gold 	Gold 	NA	I'm quicker than '''thought.''' Faster than '''light.''' I'm the '''speediest''' damn thing in the '''whole universe.'''	
5461	T-Ray (Earth-616)	[[Wade Winston Wilson]]	T-Ray	Former operative of unidentified organization.	[[Mercedes Wilson (Earth-616)|Mercedes]] (wife, supposedly), Henry (father-in-law)	Earth-616	Male	6' 9&quot;	361 lbs	Green	Red	Canadian	NA	
5462	Tagak (Earth-616)	Tagak	Tagak the Leopard Lord	Companion of [[Opar]], briefly a member of the {{m|Defenders for a Day (Earth-616)|Defenders for a Day}}	NA	Earth-616	Male	6'0&quot;	190 lbs	Green	NA	NA	NA	
5463	Talisman	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5464	Elizabeth Twoyoungmen (Earth-616)	Elizabeth Twoyoungmen	Talisman	{{m|Sarcee}}, {{m|Alpha Flight}}, {{m|Alpha Flight (Space Program)|Alpha Flight (Space Program)}}; formerly {{m|Omega Flight (Heroes) (Earth-616)|Omega Flight}}, {{m|Beta Flight}}	[[Katheryn Twoyoungmen (Earth-616)|Katheryn Twoyoungmen]] (mother, deceased), Dr. Michael Twoyoungmen ([[Michael Twoyoungmen (Earth-616)|Shaman]], father), [[Twoyoungmen (Grandfather) (Earth-616)||unnamed great-grandfather]] (decased), [[Narya (Earth-616)|Narya]] (foster sister)	Earth-616	Female	5'8&quot; 	132 lbs (60 kg)	Brown	Black	Canadian	My friends better be alright, or I'll kill you! In fact, I'm coming over right now! If you're still there I'll kill you anyway!	
5465	Talon (Earth-691)	Talon	NA	[[Inhomo supremis|Inhumans]], {{m|Guardians of the Galaxy (Earth-691)|Guardians of the Galaxy}}	[[Talogan (Earth-691)|Talogan]] (son)	Earth-691	Male	5'8&quot;	165 lbs	Green 	Black	Attilan	NA	
5466	Tana Nile (Earth-616)	Tana Nile	NA	Formerly {{m|Graces}}, {{M|Daydreamers}}, {{m|United Front}}	[[Rigellian Grand Commissioner (Earth-616)|Rigellian Grand Commissioner]] (fiancé)	Earth-616	Female	5'4&quot;	110 lbs	Blue	Black	Rigellian Empire	| Quotation           = Once, in the half-forgotten past, you and I had met, as foes! But now, the lips of Tana Nile proclaim that mighty [[Thor Odinson (Earth-616)|Thor]] is the noblest one of all!	
5467	Tar Baby (Earth-616)	| RealName                =	Tar Baby	{{M|Morlocks}}	NA	Earth-616	Male	6'1&quot;	163 lbs (74 kg)	| Eyes                    =	Black	| Citizenship             =	NA	
5468	Tarantula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5469	Luis Alvarez (Earth-616)	Luis Alvarez	Tarantula	Delvadian Army	NA	Earth-616	Male	6'2&quot;	190 lbs	Blue	Black	Delvadian	NA	
5470	Taurus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5471	Tempest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5472	Nicolette Giroux (Earth-616)	Nicolette Giroux	Tempest	{{M|Exemplars}}, [[Watoomb (Earth-616)|Watoomb]]	NA	Earth-616	Female	NA	NA	Blue	Brown	French	NA	
5481	File:Tarene (Earth-616) from Thor Vol 2 33 001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
5482	File:Melody Jacobs (Earth-616) from X-Man Vol 1 21 0001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
5483	File:Neal Shaara (Earth-616) from New X-Men Vol 1 132 001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
5489	Tess One	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5490	Franz Gerhardt (Earth-616)	Franz Gerhardt	Teutonic Knight	NA	NA	Earth-616	Male	NA	NA	NA	NA	German	NA	
5491	Richard Jones (Earth-9309)	[[Rick Jones|Richard Milhouse &quot;Rick&quot; Jones]]	[[Thanatos]]	Formerly {{M|Teen Brigade}}, {{M|Avengers}}, [[Supreme Intelligence (Earth-9309)|Supreme Intelligence]]	NA	Earth-9309	Male	5'9&quot;	205 lbs	Brown	Brown	American	NA	
5492	Bruce Dickson (Earth-616)	Bruce Dickson	Thin Man	{{m|Invaders (Modern)}}, {{m|Invaders (WWII)}}, {{m|Liberty Legion (WWII) (Earth-616)|Liberty Legion}}	Olalla (wife, deceased)	Earth-616	Male	6'0&quot;	170 lbs	Blue	Blond	American	NA	
5493	Tarene (Earth-616)	Tarene	| CurrentAliasRef         = {{r|Fear Itself: Youth in Revolt #6}}	Formerly {{m|Cavalry (Earth-616)|Cavalry}} ([[Georgia State|Georgia]] {{M|50-State Initiative (Earth-616)|Initiative}}), {{M|50-State Initiative (Earth-616)|Initiative}} trainees; Ally of the [[Asgardians]]	NA	Earth-616	Female	5' 9&quot;	317 lbs 	Blue	Blonde	NA	| Quotation           = It was my destiny to guide sentient life, but that means nothing now. In truth, I grow...ever more weary. Soon I will not have strength enough to...keep this...encumbrance...at bay. The moment to come, not even I will not survive. I, who was meant for such grant designs, will perish with the rest. That...that is the &lt;b&gt;finality&lt;/b&gt; which we now face.	
5494	Thunderbird	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5495	Ticktock	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5502	File:Tomazooma (Robot) (Earth-616) from Fantastic Four Vol 1 80 0001.jpg	NA	NA	NA	NA	Earth-616	NA	NA	NA	NA	NA	NA	NA	
5511	Rina Patel (Earth-616)	Rina Patel 	Timeslip	{{M|New Warriors}}, formerly {{m|Secret Avengers (Civil War) (Earth-616)|Secret Avengers (Civil War)}}	Unnamed mother	Earth-616	Female	5'4&quot;	100 lbs	Blue	Black	Indian	| Quotation           = I hear it &lt;b&gt;all&lt;/b&gt;...a city &lt;b&gt;dying&lt;/b&gt; in &lt;b&gt;slow-motion&lt;/b&gt; right &lt;b&gt;behind me&lt;/b&gt;...all of &lt;b&gt;time itself&lt;/b&gt; being torn asunder...and it's &lt;b&gt;catching up&lt;/b&gt; to me fast. I &lt;b&gt;know&lt;/b&gt; I was your &lt;b&gt;last hope&lt;/b&gt; to save the &lt;b&gt;future&lt;/b&gt;, Darrion...but &lt;b&gt;I&lt;/b&gt; failed, &lt;b&gt;too&lt;/b&gt;. And now, everything we ever &lt;b&gt;knew&lt;/b&gt; or &lt;b&gt;loved&lt;/b&gt;...is &lt;b&gt;history&lt;/b&gt;!	
