<id>	<title>	<Relatives>
1117076	Anthony	[[Phaedra Savas (Earth-616)|Phaedra Savas]] (wife);[[John Savas (Earth-616)|John Savas]] (son);Sandra Savas (daughter);Tina Savas (daughter)
1117082	Phaedra	[[Anthony Savas (Earth-616)|Anthony Savas]] (husband, deceased);[[John Savas (Earth-616)|John Savas]] (son);Sandra Savas (daughter);Tina Savas (daughter)
1117099	John	Unnamed wife (deceased);Unnamed son (deceased)
1117151	Medusalith	[[Blackagar Boltagon (Earth-13122)|Black Bolt]] (husband);[[Crystalia Amaquelin (Earth-13122)|Crystal]] (sister);
1117189	Roberta	[[Harold Mendez (Earth-13122)|Harry Mendez]] (husband)
1117190	Aurelia	[[Carlos Santiago (Acero) (Earth-616)|Carlos Santiago]] (nephew);
1117393	Sano	[[Kenzo Orii (Earth-616)|Kenzo Orii]] (father, deceased)
1117395	Melanie	[[Melvin Potter (Earth-616)|Melvin Potter]] (father); [[Li Ling Potter (Earth-616)|Li Ling Potter]] (mother, deceased)
1117396	Li	[[Melvin Potter (Earth-616)|Melvin Potter]] (husband); [[Melanie Potter (Earth-616)|Melanie Potter]] (daughter, deceased)
1117448	Lugh	&lt;!-- I only list pretty certain relationship for now (unclear if Lugh is brother or only half-brother to Bodb --&gt;[[Sétanta (Earth-616)|Cúchulain]] (son with [[Deichtine (Earth-616)|Deichtine]])[[Category:Lugh Family]];
1117544	John	Unnamed wife;[[Matt Landru (Earth-616)|Matt Landru]] (son, deceased)
1117563	John	[[Ellen Chadwick (Earth-616)|Ellen Chadwick]] (daughter);Unnamed sister (deceased)
1117570	Ellen	[[John Chadwick (Earth-616)|John Chadwick]] (father);Unnamed aunt (deceased)
1117596	Andrew	[[Marlene Lewis (Earth-616)|Marlene Lewis]] (wife)
1117632	Eleanor	[[Kurt Gerhardt (Earth-616)|Kurt Gerhardt]] (ex-husband), [[Wilhelm Gerhardt (Earth-616)|Wilhelm R. Gerhardt]] (father-in-law, deceased)
1117633	Wilhelm	[[Kurt Gerhardt (Earth-616)|Kurt Gerhardt]] (son)
1117790	Captain	[[Marianne (Vampire) (Earth-616)|Marianne]] (daughter, deceased)
1117791	Marianne	[[Captain Cutlass (Earth-616)|Captain Cutlass]] (father, deceased); [[Marcos De La Triana (Earth-616)|Count Marcos De La Triana]] (husband, deceased)
1117792	Marcos	[[Marianne (Vampire) (Earth-616)|Marianne]] (wife, deceased)
1117855	Medusalith	[[Blackagar Boltagon (Earth-10333)|Black Bolt]] (husband)
1117910	Tamara	[[Tyree Robinson (Earth-616)|Tyree Robinson]] (brother), Unnamed mother (deceased),{{r|Iron Man: Legacy Vol 1 7}} Unnamed estranged husband{{r|Iron Man: Legacy Vol 1 9}}
1117940	Charity	Earth-616
1117995	Hendrik	Unnamed wife and child
1118025	Count	Unnamed wife (deceased)
1118029	Velanna	[[Lupescu (Earth-616)|Lupescu]] (husband, deceased)
1118171	Franklin	[[Reed Richards (Earth-91119)|Reed Richards]] (father); [[Susan Storm (Earth-91119)|Sue Richards]] (mother); [[Jonathan Storm (Earth-91119)|Johnny Storm]] (maternal uncle)
1118228	John	[[Michelle Raymond (Earth-199999)|Michelle Raymond]] (wife);[[Lexi Raymond (Earth-199999)|Lexi Raymond]] (daughter)
1118235	Michelle	[[John Raymond (Earth-199999)|John Raymond]] (husband, deceased);[[Lexi Raymond (Earth-199999)|Lexi Raymond]] (daughter)
1118242	Lexi	[[John Raymond (Earth-199999)|John Raymond]] (father, deceased);[[Michelle Raymond (Earth-199999)|Michelle Raymond]] (mother)
1118346	Rufus	[[Doctor Hayes (Earth-616)|Dr. Hayes]] (former owner)
1118472	Gwendolyn	[[Venom (Klyntar) (Earth-TRN646)|Venom]] (symbiote)
1118595	Rei	[[Nico Minoru (Earth-616)|Nico Minoru]] (cousin);
1118792	John	Unnamed ex-wife
1118805	Shauna	[[John James Toomey (Earth-200111)|John James Toomey]] (husband, deceased)
1118807	Bonnie	[[Artie De Angelo (Earth-200111)|Artie De Angelo]] (husband, deceased)
1118808	Lorraine	[[Paul Zucca (Earth-200111)|Paulie Zucca]] (husband, deceased)
1118809	Barbara	[[Laurence Barrucci (Earth-200111)|Larry Barrucci]] (husband, deceased)
1118853	John	[[Laura Porter (Earth-616)|Laura Porter]] (sister)
1118876	Laura	[[John Porter (WWII) (Earth-616)|John Porter]] (brother, deceased)
1119094	John	Unnamed mother (deceased)
1119473	John	[[Anne Avery (Earth-616)|Anne Avery]] (wife)
1119481	Anne	[[John Avery (Earth-616)|John Avery]] (husband)
1119505	Erik	[[Ororo Munroe (Earth-TRN662)|Storm]] (wife)
1119650	Branwen	[[Leir (Earth-616)|Leir]] (father);[[Category:Leir Family]]
1119676	Matholwch	[[Branwen (Earth-616)|Branwen]] (wife);
1119683	Conchobar	[[Deichtine (Earth-616)|Deichtine]] (sister);[[Category:Ulster Royal Family]]
1119684	Deichtine	[[Conchobar mac Nessa (Earth-616)|Conchobar mac Nessa]] (brother);[[Category:Ulster Royal Family]]
1119874	Cathbad	[[Conchobar mac Nessa (Earth-616)|Conchobar mac Nessa]] (son);&lt;!-- {{r|''see [[Cathbad (Earth-616)#Notes]]''}} --&gt;[[Category:Ulster Royal Family]]
1119896	John	[[Relva (Earth-616)|Relva]] (wife)
1119902	Relva	[[John (Hyborian Era) (Earth-616)|John]] (husband, deceased)
1119931	Cormac	&lt;!-- As far: {{r|Marvel Atlas #1|; [[Ireland]]'s entry, Prominent Citizens' section}} makes Cormac the son of Conchobar mac Nessa. The rest of the relative is so far deducted from his father's relations to Sétanta/Cuchulain in {{r|Thor  Hercules: Encyclopaedia Mythologica #1|; [[Sétanta (Earth-616)|Cúchulain]]'s entry}} --&gt;
1119936	Lugaid	[[Category:Munster Royal Family]]
1119955	Sir	[[Arthur Pendragon (Earth-616)|King Arthur]] (cousin)[[Category:Pendragon Family]]&lt;!-- until his line can be identified in-comics/handbook --&gt;
1119959	Arianrhod	[[Donal MacLlanllwyr (Earth-616)|Donal MacLlanllwyr]] (father, deceased);
1119961	Harold	Unnamed daughter, unnamed wife
1119963	Rhiannon	[[Donal MacLlanllwyr (Earth-616)|Donal MacLlanllwyr]] (son&lt;!-- or son-in-law --&gt;);{{r|Epic Illustrated #10|; Marada, the She-Wolf}}&lt;!-- assuming the "son" and "mother" callings are litteral --&gt;
1119964	Donal	[[Arianrhod MacLlanllwyr (Earth-616)|Arianrhod]] (daughter);
1119970	Egbert	[[Category:English Royal Families]]
1120063	Kenneth	[[Category:Scottish Royal Families]]
1120113	John	[[Conrad Murphy (Earth-616)|Conrad Murphy]] (son);[[Sandra Murphy (Earth-616)|Sandra Murphy]] (granddaughter);[[Arda Ulhaf (Earth-616)|Arda Ulhaf]] (ancestor)
1120116	Conrad	[[John Murphy (Earth-616)|John Murphy]] (father);[[Sandra Murphy (Earth-616)|Sandra Murphy]] (daughter);[[Arda Ulhaf (Earth-616)|Arda Ulhaf]] (ancestor)
1120127	John	[[Professor Von Klicht (Earth-616)|Professor Von Klicht]] (creator)
1120176	Gwythr	[[Nuada (Earth-616)|Nuada]] (father);[[Category:Nuada Family]]
1120298	John	[[Donald Saxton (Earth-616)|Donald Saxton]] (brother)
1120304	Donald	[[John Saxton (Earth-616)|John Saxton]] (brother, deceased)
1120310	John	Unnamed wife
1120329	John	[[Cathy Calvin (Earth-93060)|Cathy Calvin]] (daughter);Ms. Rule (ex-wife)
1120335	Cathy	[[John Calvin (Earth-93060)|John Calvin]] (father, deceased);Ms. Rule (mother)
1120416	John	[[Alice Parker (Earth-616)|Alice Parker]] (daughter)
1120435	Alice	[[John Parker (Earth-616)|John Parker]] (father, deceased)
1120549	John	[[Christopher Cassera (Earth-616)|Christopher Cassera]] (son)
1120730	John	Joan (wife);Jeanie (daughter)
1121026	Tommy	[[Francesco Drago (Earth-200111)|Francesco Drago]] (brother, deceased)
1121027	Angelo	[[Francesco Drago (Earth-200111)|Francesco Drago]] (cousin, deceased)
1121044	Francesco	[[Tommy Drago (Earth-200111)|Tommy Drago]] (brother, deceased); Unnamed son; Unnamed grandson; [[Angelo Drago (Earth-200111)|Angelo Drago]] (cousin)
1121071	Philly	[[Paulie Germaine (Earth-200111)|Paulie Germaine]] (brother, decease)
1121072	Paulie	[[Philly Germaine (Earth-200111)|Philly Germaine]] (brother, decease)
1121107	John	[[Karl Shaffer (Earth-616)|Karl Shaffer]]
1121157	Michael	[[Mario Castiglione (Earth-200111)|Mario Castiglione]] (father, deceased)[[Louisa Castiglione (Earth-200111)|Louisa Castiglione]] (mother, deceased)[[Frank Castle (Earth-200111)|Frank Castle]] (brother, deceased)
1121158	Alice	Unnamed son
1121159	Angie	[[Tony Buvoli (Earth-200111)|Tony Buvoli]] (husband); [[Sal Buvoli (Earth-200111)|Sal Buvoli]] (son, deceased); [[Lauren Buvoli (Earth-200111)|Lauren Buvoli]] (daughter, deceased)
1121160	Kate	Unnamed father; [[Tim Donegan (Earth-200111)|Tim Donegan]] (brother)
1121188	Tony	[[Angie Buvoli (Earth-200111)|Angie Buvoli]] (wife); [[Sal Buvoli (Earth-200111)|Sal Buvoli]] (son, deceased); [[Lauren Buvoli (Earth-200111)|Lauren Buvoli]] (daughter, deceased)
1121189	Tim	Unnamed father; [[Kate Donegan (Earth-200111)|Kate Donegan]] (sister)
1121190	Sue	Unnamed parents
1121242	Big	Unnamed brother (deceased)
1121256	Johnny	Unnamed wife (deceased), unnamed son
1121449	Diatrice	[[Elias Spector (Earth-616)|Elias Spector]] (paternal grandfather, deceased);
1121497	Shuri	[[Azzuri (Earth-199999)|Azzuri]] (paternal grandfather, deceased);
1121719	Flo	[[Lucy Crumm (Earth-616)|Lucy Crumm]] (daughter)
1121784	Gugalanna	[[Ereshkigal (Goddess) (Earth-616)|Ereshkigal]] (wife)[[Category:Ereshkigal (Annunaki) Family]]
1121893	Kyrie	[[Rane (Earth-616)|Rane, the Reaver]] (father, deceased)
1122337	Joseph	[[Jenny Bonner (Earth-200111)|Jenny Bonner]] (ex-wife)
1122338	Jenny	[[Joseph Bonner (Earth-200111)|Joseph Bonner]] (ex-husband)
1122365	Daniel	[[Yorkie Mitchell (Earth-200111)|Yorkie Mitchell]] (father, deceased), [[Angie Mitchell (Earth-200111)|Angie Mitchell]] (mother, deceased), 
1122434	Zed	[[Bonita Suarez (Earth-200111)|Bonita Suarez]] (wife); [[Tess Suarez (Earth-200111)|Tess Suarez]] (daughter)
1122446	Bonita	[[Zed Suarez (Earth-200111)|Zed Suarez]] (husband, deceased); [[Tess Suarez (Earth-200111)|Tess Suarez]] (daughter)
1122451	Carter	[[Juniper Vetch (Earth-200111)|Juniper Vetch]] (wife)
1122457	George	[[Tony Leung (Earth-200111)|Tony Leung]] (brother)
1122463	Juniper	[[Carter Vetch (Earth-200111)|Carter Vetch]] (husband)
1122481	Tess	[[Zed Suarez (Earth-200111)|Zed Suarez]] (fathe, deceased); [[Bonita Suarez (Earth-200111)|Bonita Suarez]] (mother)
1122486	Tony	[[George Leung (Earth-200111)|George Leung]] (brother)
1122602	Bourtai	Unnamed mother{{r|Conan the Barbarian #34}}
1122630	Mrs.	[[Bobby Boorstein (Earth-200111)|Bobby Boorstein]] (son, deceased)
1122632	Bobby	[[Mrs. Boorstein (Earth-200111)|Mrs. Boorstein]] (mother, deceased)
1122633	Anthony	Unnamed uncle
1122770	Butterfly	Unnamed father (deceased), unnamed mother, unnmaed siblings
1123059	Rama	[[Sita (Earth-616)|Sita]] (wife)
1123089	Carrie	[[Bob Garrett (Earth-200111)|Bob Garrett]] (ex-husband)
1123094	Massimo	[[John Cesare (Earth-200111)|John Cesare]] (son, deceased);
1123145	John	[[Beth Seton (Earth-616)|Beth Seton]] (daughter)
1123151	Beth	[[John Seton (Earth-616)|John Seton]] (father, deceased)
1123181	John	[[George Wollaston (Earth-616)|George Wollaston]] (grandfather)
1123187	George	[[John Wollaston (Earth-616)|John Wollaston]] (grandson)
1123231	Laurence	[[Barbara Barrucci (Earth-200111)|Barbara Barrucci]] (wife, deceased)
1123255	Bob	[[Carrie Garrett (Earth-200111)|Carrie Garrett]] (ex-wife)
1123725	David	[[Leslie Ellerh (Earth-199999)|Leslie Dean]] (daughter);[[Frank Dean (Earth-199999)|Frank Dean]] (son-in-law);[[Karolina Dean (Earth-199999)|Karolina Dean]] (granddaughter)
1123734	Destiny	Unnamed foster father;Unnamed foster mother;Unnamed daughter
1123946	T'Challa	[[T'Chaka (Earth-11236)|T'Chaka]] (father, deceased) 
1123969	T'Charra	[[T'Challa (Earth-11236)|T'Challa]] (father)
1124597	Lee	[[John Litch (Earth-616)|John Litch]] (father)
1124598	John	[[Lee Litch (Earth-616)|Lee Litch]] (daughter)
1124638	Alice	[[Alice Hayes (Earth-616)|Alice Hayes]] (genetic template);
1124647	Mr.	[[Doctor Hayes (Earth-616)|Dr. Hayes]] (owner)
1124650	Doctor	[[Alice Hayes (Earth-616)|Alice Hayes]] (daughter, deceased);[[Gene Hayes (Earth-616)|Gene Hayes]] (adopted son/son-in-law, deceased);[[Alice Hayes (Clone) (Earth-616)|"Alice Hayes"]] (creation/daughter's clone);[[Molly Hayes (Earth-616)|Molly Hayes]] (granddaughter);[[Rufus (Cat) (Earth-616)|Rufus]] (pet);[[Mr. Twinkles (Earth-616)|Mr. Twinkles]] (pet, deceased)
1124844	John	[[Mary Hankin (Earth-616)|Mary Hankin]] (wife)
1124851	Mary	[[John Hankin (Earth-616)|John Hankin]] (husband)
1125170	Johnathan	[[Hal Brady (Earth-616)|Hal Brady]] (father, deceased);[[Rose Brady (Earth-616)|Rose Brady]] (mother);[[Michael Brady (Brooklyn) (Earth-616)|Michael Brady]] (brother);[[Pat Brady (Earth-616)|Pat Brady]] (brother);[[Bobby Brady (Earth-616)|Bobby Brady]] (brother)
1125176	Hal	[[Rose Brady (Earth-616)|Rose Brady]] (wife);[[Johnathan Brady (Earth-616)|John Brady]] (son);[[Michael Brady (Brooklyn) (Earth-616)|Michael Brady]] (son);[[Pat Brady (Earth-616)|Pat Brady]] (son);[[Bobby Brady (Earth-616)|Bobby Brady]] (son)
1125185	Rose	[[Hal Brady (Earth-616)|Hal Brady]] (husband, deceased);[[Johnathan Brady (Earth-616)|John Brady]] (son);[[Michael Brady (Brooklyn) (Earth-616)|Michael Brady]] (son);[[Pat Brady (Earth-616)|Pat Brady]] (son);[[Bobby Brady (Earth-616)|Bobby Brady]] (son)
1125191	Michael	[[Hal Brady (Earth-616)|Hal Brady]] (father, deceased);[[Rose Brady (Earth-616)|Rose Brady]] (mother);[[Johnathan Brady (Earth-616)|John Brady]] (brother);[[Pat Brady (Earth-616)|Pat Brady]] (brother);[[Bobby Brady (Earth-616)|Bobby Brady]] (brother)
1125201	Pat	[[Hal Brady (Earth-616)|Hal Brady]] (father, deceased);[[Rose Brady (Earth-616)|Rose Brady]] (mother);[[Johnathan Brady (Earth-616)|Johnathan Brady]] (brother);[[Michael Brady (Brooklyn) (Earth-616)|Michael Brady]] (brother);[[Bobby Brady (Earth-616)|Bobby Brady]] (brother)
1125206	Bobby	[[Hal Brady (Earth-616)|Hal Brady]] (father, deceased);[[Rose Brady (Earth-616)|Rose Brady]] (mother);[[Bobby Brady (Earth-616)|Bobby Brady]] (brother);[[Michael Brady (Brooklyn) (Earth-616)|Michael Brady]] (brother);[[Pat Brady (Earth-616)|Pat Brady]] (brother);
1125404	Trinary	Unnamed father
1125719	Stephen	[[Andy Lorimer (Earth-200111)|Andy Lorimer]]
1125797	Charles	[[Charles Xavier (Earth-616)|Charles Xavier]] (father);
1125905	Ben	Unnamed parents
1126364	Genevieve	Unnamed father
1126372	Maria	[[Frank Castle (Earth-TRN560)|Frank Castle]] (husband);[[Lisa Castle (Earth-TRN560)|Lisa Castle]] (daughter);[[Frank Castle, Jr. (Earth-TRN560)|Frank Castle Jr.]] (son); [[John Castle (Earth-TRN560)|John Castle]] (grandson);unnamed grandson (Lisa's son);[[Jessie Castle (Earth-TRN560)|Jessie Castle]] (daughter-in-law);[[Tony (Earth-TRN560)|Tony]] (son-in-law)
1126376	Lisa	[[Frank Castle (Earth-TRN560)|Frank Castle]] (father);[[Maria Castle (Earth-TRN560)|Maria Castle]] (mother);[[Frank Castle, Jr. (Earth-TRN560)|Frank Castle Jr.]] (brother);[[Tony (Earth-TRN560)|Tony]] (husband); Unnamed son;
1126379	Tony	[[Lisa Castle (Earth-TRN560)|Lisa Castle]] (wife); Unnamed son;
1126382	Frank	[[Frank Castle (Earth-TRN560)|Frank Castle]] (father);
1126450	Tommy	[[Brenda Toner (Earth-200111)|Brenda Toner]] (wife, deceased)
1126451	Napper	[[Billy French (Earth-200111)|Billy French]] (grandson)
1126465	Billy	[[Napper French (Earth-200111)|Napper French]] (grandfather, deceased)
1126484	Brenda	[[Tommy Toner (Earth-200111)|Tommy Toner]] (husband, deceased)
1126487	Andy	[[Stephen Lorimer (Earth-200111)|Stephen Lorimer]] (father, deceased)
1126527	Polly	Unnamed father (deceased), [[Eamon (River Rats) (Earth-200111)|Eamon]] (sister, deceased)
1126528	Eamon	Unnamed father (deceased), [[Polly (River Rats) (Earth-200111)|Polly]] (sister, deceased)
1126589	Leon	[[Mama Rastovich (Earth-200111)|Mama Rastovich]] (mother, deceased); [[Alex Rastovich (Earth-200111)|Alex Rastovich]] (cousin, deceased)
1126590	Mama	[[Leon Rastovich (Earth-200111)|Leon Rastovich]] (son, deceased)
1126606	Evgeny	[[Galina Stenkov (Earth-200111)|Galina Stenkov]] (daughter)
1126619	Galina	[[Evgeny Stenkov (Earth-200111)|Evgeny Stenkov]] (father, deceased)
1126714	David	Unnamed sons (deceased)
1126715	Johnny	[[Mo Cavella (Earth-200111)|Mo Cavella]] (sister, deceased);
1126758	Viorica	Anna (daughter, deceased)
1126995	Alice	[[Harry Ebbing (Earth-200111)|Harry Ebbing]] (husband, deceased)
1127096	Alex	[[Leon Rastovich (Earth-200111)|Leon Rastovich]] (cousin, deceased)
1127097	Mohamad	[[Rahman Sahar (Earth-200111)|Rahman Sahar]] (brother, deceased); Unnamed wives
1127098	Viktor	Unnamed wife, unnamed son
1127110	Rahman	[[Mohamad Sahar (Earth-200111)|Mohamad Sahar]] (brother, deceased)
1127177	Rachna	[[Disha Koul (Earth-616)|Disha Koul]] (sister)
1127231	Verna	[[Norm Adams (Earth-616)|Norm Adams]] (husband), [[Ahura Boltagon (Earth-616)|Pope]] (foster son)
1127233	Norm	[[Verna Adams (Earth-616)|Verna Adams]] (wife), [[Ahura Boltagon (Earth-616)|Pope]] (foster son)
1127364	Artie	[[Bonnie De Angelo (Earth-200111)|Bonnie De Angelo]] (wife, deceased)
1127365	Paul	[[Lorraine Zucca (Earth-200111)|Lorraine Zucca]] (wife, deceased)
1127405	Carl	[[Ann Larsen (Earth-200111)|Ann Larsen]] (wife, deceased); Unnamed sons and daughter
1127406	Ann	[[Carl Larsen (Earth-200111)|Carl Larsen]] (husband, deceased); Unnamed sons and daughter
1127408	Gina	[[Paul Budiansky (Earth-200111)|Paul Budiansky]] (husband)
1127463	Philly	[[Anthony Pizzo (Earth-200111)|Tony Pizzo]] (brother, deceased)
1127473	Angie	[[Tim Gallo (Earth-200111)|Tim Gallo]] (cousin)
1127474	Tim	[[Angie DeNunzio (Earth-200111)|Angie DeNunzio]] (cousin)
1127502	Angie	[[Yorkie Mitchell (Earth-200111)|Yorkie Mitchell]] (husband, deceased), [[Daniel Mitchell (Earth-200111)|Danny Mitchell]] (son, deceased)
1127522	Stephen	Unnamed mother
1127523	Mark	[[Barbara O'Brien (Earth-200111)|Barbara O'Brien]] (wife);[[Kathryn O'Brien (Earth-200111)|Kathryn O'Brien]] (sister-in-law, deceased);[[Sarah O'Brien (Earth-200111)|Sarah O'Brien]] (niece)unnamed children
1127535	Arnag	[[Oksen Chalikian (Earth-200111)|Oksen Chalikian]]
1127536	Oksen	[[Arnag Chalikian (Earth-200111)|Arnag Chalikian]]
1128661	Thomas	Unnamed son in the army
1128752	Terry	[[Kerry Wright (Earth-616)|Kerry Wright]] (brother)
1128760	Kerry	[[Terry Wright (Earth-616)|Terry Wright]] (sister)
1128764	John	[[Elizabeth Chadwick (Earth-200111)|Elizabeth Chadwick]] (wife)
1128863	Bill	Unnamed ex-wives
1128870	Elizabeth	[[John Chadwick (Earth-200111)|John Chadwick]] (husband)
1128876	Evelyn	[[James Morris (Earth-200111)|James Morris]] (brother, deceased)
1128931	Harold	[[Anthony Winslow (Earth-616)|Anthony Winslow]] (brother)
1128937	Anthony	[[Harold Winslow (Earth-616)|Harold Winslow]] (brother)
1128957	Winslow	Unnamed wife; Unnamed mother (deceased)
1129006	Angelica	Unnamed parents, [[Gabriela Nuñez (Earth-200111)|Gabriela Nuñez]] (sister)
1129012	Gabriela	Unnamed parents, [[Angelica Nuñez (Earth-200111)|Angelica Nuñez]] (sister, deceased)
1129025	Miguel	[[Ramon Estrada (Earth-200111)|Ramon Estrada]] (half-brother, deceased)
1129026	Ramon	[[Miguel Estrada (Earth-200111)|Miguel Estrada]] (half-brother, deceased)
1129386	N'Jadaka	[[Azzuri (Earth-199999)|Azzuri]] (paternal grandfather, deceased);
1129388	Ramonda	[[T'Chaka (Earth-199999)|T'Chaka]] (husband, deceased);
1129608	Kim	[[Stan Thomas (Earth-616)|Stan Thomas]] (foster father);[[Ida Thomas (Earth-616)|Ida Thomas]] (foster mother);[[Everett Thomas (Earth-616)|Everett Thomas]] (foster brother, deceased);Unnamed foster brother
1129621	Ida	[[Stan Thomas (Earth-616)|Stan Thomas]] (husband);[[Everett Thomas (Earth-616)|Everett Thomas]] (son, deceased);[[Kim Ho Twae (Earth-616)|Kim Ho Twae]] (foster daughter);Unnamed foster son
1129628	Stan	[[Ida Thomas (Earth-616)|Ida Thomas]] (wife);[[Everett Thomas (Earth-616)|Everett Thomas]] (son, deceased);[[Kim Ho Twae (Earth-616)|Kim Ho Twae]] (foster daughter);Unnamed foster son
1129648	Ida	Unnamed husband (deceased);Unnamed son (deceased)
1129670	Sareeta	unnamed Lemurian husband (deceased)
1129939	Andrew	Two unnamed sons, unnamed wife
1129977	Charles	[[Charles Lindbergh (Earth-616)|Charles Lindbergh]] (father, deceased);[[Anne Morrow (Earth-616)|Anne Morrow Lindbergh]] (mother, deceased)
1129986	Anne	[[Charles Lindbergh (Earth-616)|Charles Lindbergh]] (husband, deceased);[[Charles Lindbergh Jr. (Earth-616)|Charles Lindbergh Jr.]] (son, status unknown)
1130220	Baard	[[Undar (Earth-616)|Undar]] (son, deceased)
1130345	Amy	Unnamed maternal grandmother (deceased);
1130391	Charles	Unnamed wife;Unnamed son;Unnamed father-in-law
1130407	Apedemak	[[Bast (Earth-616)|Bast]] (mother);&lt;!-- {{r|All-New Official Handbook of the Marvel Universe Update #2|; [[Bast (Earth-616)|Panther God]]'s entry}}{{r|Thor  Hercules: Encyclopaedia Mythologica #1|; [[Bast (Earth-616)|Panther God]]'s entry }} --&gt;
1130462	Potrimpo	&lt;!-- I haven't added any brothers/sisters nor the half-siblings of Perun given the lack of precision on their relations --&gt;[[Jurate (Earth-616)|Jurate]] (betrothed);{{r|All-New Official Handbook of the Marvel Universe Update #2|; [[Perun (Earth-616)|Perun]]'s entry}}
1130464	Jurate	[[Potrimpo (Earth-616)|Potrimpo]] (betrothed){{r|All-New Official Handbook of the Marvel Universe Update #2|; [[Perun (Earth-616)|Perun]]'s entry}}
1130468	Dazhbog	[[Perun (Earth-616)|Perun]] (father);{{r|All-New Official Handbook of the Marvel Universe Update #2|; [[Perun (Earth-616)|Perun]]'s entry}}[[Category:Perun Family]]
1130472	Saule	[[Perun (Earth-616)|Perun]] (husband);&lt;!-- {{r|All-New Official Handbook of the Marvel Universe Update #2|; [[Perun (Earth-616)|Perun]]'s entry}}{{r|Thor  Hercules: Encyclopaedia Mythologica #1|; The [[Dievas]]' entry}} --&gt;[[Category:Perun Family]]
1130478	Lada	[[Category:Lada Family]][[Perun (Earth-616)|Perun]],{{r|All-New Official Handbook of the Marvel Universe Update #2|; [[Perun (Earth-616)|Perun]]'s entry}}&lt;!-- by extension --&gt; [[Kalvis (Earth-616)|Kalvis]], [[Svantovit (Earth-616)|Svantovit]], [[Stribog (Earth-616)|Stribog]], [[Svarozvich (Earth-616)|Svarozvich]] (sons by [[Svarog (Earth-616)|Svarog]]);
